"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.05733434647914e-187,0.48944335991153,0.487,0.297,2.22085838175669e-182,"4","ZFP91"
1.65044925044582e-186,0.544120643138833,0.479,0.289,4.04690156209315e-182,"4","PGP"
5.07568730794958e-186,0.575510570601187,0.326,0.176,1.24455852790924e-181,"4","PLPBP"
5.38227684411522e-186,0.496230222456906,0.448,0.263,1.31973428217705e-181,"4","CTBP1"
1.84958964329566e-185,0.489058737455987,0.575,0.382,4.53519380536095e-181,"4","YIPF4"
1.72790099159426e-184,0.563257599873219,0.372,0.212,4.23681323138911e-180,"4","ZNF518A"
3.70193519196677e-184,0.547398310443032,0.427,0.254,9.07714509070253e-180,"4","MKLN1"
5.97224445987251e-184,0.575959574155774,0.341,0.189,1.46439434156074e-179,"4","PTPN11"
2.33501250802826e-183,0.517829171575763,0.378,0.213,5.7254506696853e-179,"4","UBE2A"
5.66248968042419e-183,0.54020619708588,0.375,0.213,1.38844246964001e-178,"4","MAN2A1"
5.69831771926298e-183,0.51080852729858,0.406,0.234,1.39722750476328e-178,"4","IGFLR1"
3.53954324264775e-182,0.487706780507534,0.563,0.36,8.67896003097228e-178,"4","ZMAT2"
3.58198741110544e-182,0.596012593845524,0.295,0.155,8.78303313203055e-178,"4","POLDIP3"
1.13038313793409e-181,0.539590226126256,0.427,0.253,2.77169945421438e-177,"4","PTRHD1"
1.31647705191667e-181,0.564740516256403,0.304,0.161,3.22800173129968e-177,"4","HMG20B"
1.28396593448409e-180,0.621032374245744,0.271,0.14,3.14828447135498e-176,"4","OXSR1"
1.65096468767897e-180,0.542566749175881,0.365,0.206,4.04816541418883e-176,"4","HDAC2"
1.68401263893557e-180,0.443452556662975,0.518,0.324,4.12919899067002e-176,"4","SELENOS"
3.23740976788976e-180,0.347105544145587,0.968,0.943,7.9381287508657e-176,"4","ZFP36L2"
3.5535722731158e-180,0.50811244863515,0.447,0.265,8.71335921367994e-176,"4","CYC1"
4.47423637353679e-180,0.484350148058146,0.586,0.39,1.09708275879122e-175,"4","ARL5A"
1.79535640068302e-179,0.572409555730489,0.335,0.184,4.40221389447475e-175,"4","ETHE1"
1.88419633179263e-179,0.651972044910398,0.269,0.14,4.62004940555553e-175,"4","MEPCE"
4.60484823056421e-179,0.558270534590655,0.392,0.228,1.12910878613434e-174,"4","CHMP5"
1.10586514272796e-178,0.537120797000461,0.404,0.238,2.71158132996897e-174,"4","UBXN7"
6.86586679801874e-178,0.521735756274365,0.342,0.187,1.6835105388742e-173,"4","ARHGAP1"
1.33318222982535e-177,0.528691251034309,0.37,0.21,3.26896282753177e-173,"4","GIGYF2"
3.88738357948652e-177,0.53655513634659,0.303,0.162,9.53186453690096e-173,"4","CCDC6"
1.31969946704973e-176,0.585222602368915,0.311,0.167,3.23590309320594e-172,"4","CHMP1A"
1.35120219315094e-176,0.610845069949003,0.301,0.161,3.3131477776061e-172,"4","EIF4A3"
4.12753181260304e-176,0.492130692320518,0.608,0.413,1.01207080045026e-171,"4","MRPL33"
1.36447247344867e-175,0.549734449508493,0.289,0.153,3.34568650489613e-171,"4","ELOA"
1.74817361009513e-175,0.583408762317703,0.305,0.164,4.28652169195326e-171,"4","BTAF1"
2.42502702252555e-175,0.552658926809538,0.441,0.264,5.94616625923265e-171,"4","NR1H2"
2.60005599766792e-175,0.616873922821041,0.25,0.127,6.37533730628174e-171,"4","ERC1"
3.83935755384425e-175,0.595426269553169,0.279,0.146,9.4141047220261e-171,"4","PIGBOS1"
5.14031735850812e-175,0.501054629639901,0.491,0.305,1.26040581630619e-170,"4","FBXO9"
6.41452649205062e-175,0.575793040659883,0.355,0.2,1.57284189585081e-170,"4","ZNF511"
2.81935472520411e-174,0.50466615621065,0.358,0.2,6.91305778620049e-170,"4","VPS26A"
3.3385465712217e-174,0.592652420188625,0.263,0.136,8.18611619263561e-170,"4","DLGAP4"
7.08421150902301e-174,0.456742055685301,0.518,0.324,1.73704866201244e-169,"4","ABI1"
7.18537943944442e-174,0.601374459413069,0.324,0.18,1.76185503855177e-169,"4","TFG"
8.42563742540477e-174,0.445292067525492,0.661,0.462,2.06596629670925e-169,"4","SRP72"
1.2012011025424e-173,0.558698012370467,0.296,0.158,2.94534510343398e-169,"4","MRPL27"
1.41813303871065e-173,0.474265754546663,0.514,0.32,3.47726221091851e-169,"4","DR1"
1.64000468566349e-173,0.485028030577296,0.52,0.327,4.02129148924687e-169,"4","SMIM7"
1.93397934368324e-173,0.502119077969205,0.501,0.309,4.74211735071129e-169,"4","MLF2"
2.69891673458699e-173,0.294690622498084,0.915,0.816,6.6177438332073e-169,"4","HNRNPA3"
5.04370346976514e-173,0.542010542298767,0.369,0.211,1.23671609078641e-168,"4","GAPVD1"
5.06295190858876e-173,0.506566146094796,0.399,0.233,1.24143580798596e-168,"4","TBRG1"
5.2080001012769e-173,0.61051796493511,0.28,0.149,1.2770016248331e-168,"4","UBR3"
7.00984698613088e-173,0.490495476618091,0.472,0.289,1.71881448099929e-168,"4","SZRD1"
1.39340013764866e-172,0.5159309312802,0.483,0.298,3.41661713751451e-168,"4","NDUFS2"
1.97544010870076e-172,0.652942031724828,0.302,0.164,4.84377914653426e-168,"4","GRPEL1"
2.60024081967571e-172,0.511326451217277,0.403,0.233,6.37579048984484e-168,"4","RRP7A"
6.85640414947126e-172,0.529213758688166,0.374,0.213,1.68119029745035e-167,"4","CLPTM1L"
1.91823939133721e-171,0.464563912036742,0.591,0.395,4.70352298755885e-167,"4","MTCH1"
2.81582188932026e-171,0.483849145063718,0.417,0.246,6.90439527261329e-167,"4","SUPT6H"
3.1232828000577e-171,0.493240032610623,0.44,0.264,7.65828942574149e-167,"4","AUP1"
3.75556420722395e-171,0.618129680628299,0.267,0.14,9.20864343611312e-167,"4","DDI2"
5.42937879835825e-171,0.526197144131362,0.326,0.178,1.33128368135744e-166,"4","REPIN1"
9.32491910723534e-170,0.507130655469639,0.394,0.227,2.28647016509411e-165,"4","CHCHD1"
1.04219187033758e-169,0.441829448608946,0.604,0.402,2.55545446606774e-165,"4","ZNHIT1"
6.25400762916955e-169,0.417347162300759,0.596,0.396,1.53348267067237e-164,"4","USF2"
1.1070688771078e-168,0.430167760724113,0.619,0.422,2.71453288666832e-164,"4","TMOD3"
1.27851074102691e-168,0.583320335636488,0.319,0.178,3.134908336998e-164,"4","NPIPB5"
1.50541056065069e-168,0.450443348504742,0.642,0.443,3.6912666947155e-164,"4","RBM5"
3.59481085295458e-168,0.429488841870386,0.6,0.408,8.81447621144462e-164,"4","RB1CC1"
3.93825872147959e-168,0.478091683579349,0.412,0.241,9.65661038506797e-164,"4","DCTN2"
3.95574602339149e-168,0.564298501170095,0.301,0.164,9.69948924935593e-164,"4","EXOC5"
4.27486929115241e-168,0.585899703957677,0.293,0.158,1.04819795019057e-163,"4","DESI1"
4.87536658322578e-168,0.540805823390269,0.343,0.193,1.19543988620696e-163,"4","CHFR"
7.97751239965298e-168,0.624302102182964,0.26,0.134,1.95608604039491e-163,"4","ATG101"
2.99001818433901e-167,0.539482035141747,0.322,0.177,7.33152458799926e-163,"4","GPS1"
7.14973031123121e-167,0.560272496446082,0.314,0.173,1.75311387231389e-162,"4","CLASP2"
8.46353326218117e-167,0.371121215679013,0.306,0.165,2.07525835588682e-162,"4","FCHSD2"
1.00982709234136e-166,0.495921628581644,0.444,0.271,2.47609603042102e-162,"4","RNF44"
4.30986537235153e-166,0.513341603459133,0.341,0.192,1.05677898930059e-161,"4","SLC30A7"
5.11689462629903e-166,0.537174396088592,0.335,0.189,1.25466256236852e-161,"4","ASXL2"
7.82735494132164e-166,0.573596967268869,0.405,0.249,1.91926743161207e-161,"4","FAM118A"
1.0064103781123e-165,0.547448153396411,0.293,0.158,2.46771824713136e-161,"4","ITFG1"
1.39602656181892e-165,0.435791940457095,0.51,0.321,3.42305712958e-161,"4","NRDC"
7.283601742878e-165,0.570019073430202,0.29,0.157,1.78593914735369e-160,"4","RABGAP1"
8.78323165401149e-165,0.378875369997146,0.774,0.601,2.15364840156362e-160,"4","TAX1BP1"
1.23705328678941e-164,0.563218642787835,0.29,0.156,3.03325465920763e-160,"4","TMEM8A"
2.00771866408634e-164,0.449397303243752,0.561,0.365,4.9229261643397e-160,"4","MKNK2"
4.67076664751804e-164,0.486244429865596,0.521,0.331,1.14527198197142e-159,"4","APH1A"
6.73527844674815e-164,0.533617891850731,0.286,0.154,1.65149027514265e-159,"4","FBRSL1"
9.38793014212655e-164,0.551493926784098,0.274,0.145,2.30192047084943e-159,"4","NADSYN1"
1.18982623505293e-163,0.453886766514978,0.3,0.162,2.9174539283498e-159,"4","TMBIM1"
1.80523031734082e-163,0.29082708036072,0.725,0.517,4.42642473811969e-159,"4","GIMAP4"
9.23992082070139e-163,0.506381368531029,0.419,0.251,2.26562858523598e-158,"4","PSMD11"
3.03264920202305e-162,0.520076827168656,0.426,0.258,7.43605584336053e-158,"4","IFT20"
3.1910287690975e-162,0.44685585272777,0.347,0.198,7.82440254182707e-158,"4","APC"
3.81831796093603e-162,0.546851400585441,0.302,0.164,9.36251564021515e-158,"4","RBM42"
3.35399797447129e-161,0.558544095700207,0.32,0.178,8.22400303340359e-157,"4","LYPLA2"
3.97806118940319e-161,0.465018537844495,0.408,0.242,9.75420603641661e-157,"4","VHL"
6.63761312411357e-161,0.457780523835644,0.433,0.261,1.62754273803265e-156,"4","LSM12"
8.84070004901335e-161,0.563035093728474,0.308,0.171,2.16773965201807e-156,"4","OPA1"
3.23224006520186e-160,0.425131215511441,0.662,0.478,7.92545263987495e-156,"4","PSMA6"
4.99490411698916e-160,0.474434257312931,0.451,0.278,1.22475048948574e-155,"4","NUP50"
2.71835239584412e-159,0.369844741664471,0.948,0.898,6.66540007460979e-155,"4","CCNL1"
1.14416776933157e-158,0.536215829321117,0.324,0.184,2.80549937040101e-154,"4","TAF1"
1.22024955306094e-158,0.466517480838251,0.515,0.328,2.99205190410544e-154,"4","WIPI2"
1.22127632815049e-158,0.400896211409323,0.767,0.605,2.994569556625e-154,"4","TMBIM4"
2.51393334607854e-158,0.440221406470192,0.53,0.341,6.16416456458458e-154,"4","MAN1A2"
5.8595923910808e-158,0.49546563261812,0.419,0.255,1.43677205429301e-153,"4","UBR2"
8.07071033687161e-158,0.591180607902329,0.312,0.176,1.97893817460092e-153,"4","CUL1"
1.01181231035741e-157,0.434267312739876,0.581,0.393,2.48096378499638e-153,"4","SENP6"
1.19683960868532e-157,0.541265311337635,0.301,0.166,2.93465072049641e-153,"4","TNPO3"
1.55044326033838e-157,0.562517340253036,0.275,0.148,3.8016868743497e-153,"4","TSC22D2"
2.30170714100812e-157,0.495189132970453,0.477,0.299,5.64378590975191e-153,"4","CCNK"
6.48974604168402e-157,0.505507811997009,0.331,0.186,1.59128572942092e-152,"4","SF3B4"
4.880989669384e-156,0.492722427173495,0.365,0.212,1.19681866693296e-151,"4","PPP2R3C"
6.43313042088025e-156,0.503636228203696,0.314,0.176,1.57740357919984e-151,"4","DCUN1D1"
1.59121127407062e-155,0.454250501103388,0.495,0.315,3.90165004402116e-151,"4","BIRC2"
4.25592287073754e-155,0.556777140747257,0.267,0.143,1.04355228790484e-150,"4","CLPTM1"
6.5420219712503e-155,0.53406265162198,0.316,0.178,1.60410378735057e-150,"4","RNF38"
7.80356395398554e-155,0.337694704108862,0.383,0.223,1.91343388151726e-150,"4","LRMP"
4.6300183128967e-154,0.443873091323935,0.263,0.14,1.13528049032227e-149,"4","ACBD5"
1.1603081328269e-153,0.509537563940278,0.34,0.196,2.84507554169155e-149,"4","SVBP"
1.3084134014828e-153,0.442423859364608,0.691,0.505,3.20822966043582e-149,"4","AURKAIP1"
3.46588521198091e-153,0.414763552791598,0.642,0.455,8.4983505397772e-149,"4","CHCHD10"
4.60493756625371e-153,0.471179769104585,0.412,0.249,1.12913069124541e-148,"4","NRBP1"
9.84720698130328e-152,0.330883502007988,0.767,0.595,2.41453515181556e-147,"4","WIPF1"
1.09806222905928e-151,0.341011155049421,0.825,0.668,2.69244858565335e-147,"4","HNRNPD"
3.94771912178143e-151,0.37003203011359,0.621,0.419,9.67980728660806e-147,"4","TSPAN14"
6.27286902634701e-151,0.508694348022317,0.332,0.189,1.53810748526029e-146,"4","COPS3"
8.04014170319216e-151,0.441489067759359,0.378,0.221,1.97144274562272e-146,"4","MPC1"
8.86330039213377e-151,0.503608265741945,0.333,0.193,2.1732812561512e-146,"4","IBTK"
1.37925492527716e-150,0.536754713051587,0.298,0.167,3.38193307677959e-146,"4","TENT4B"
3.00555323653387e-150,0.490292790048031,0.32,0.181,7.36961653598106e-146,"4","VKORC1"
4.66498574423009e-150,0.424083069141116,0.55,0.365,1.14385450448522e-145,"4","HNRNPAB"
7.39232059259246e-150,0.367305110821371,0.409,0.245,1.81259700930367e-145,"4","ITCH"
1.64364342170903e-149,0.500378511908939,0.482,0.307,4.03021367003055e-145,"4","PCMT1"
1.72137787981037e-149,0.602546036327352,0.272,0.15,4.22081856129503e-145,"4","HSD17B12"
3.7340876667468e-149,0.463447865778176,0.555,0.372,9.15598295886316e-145,"4","EIF3B"
1.07975632616496e-148,0.444042184912381,0.495,0.315,2.64756251175647e-144,"4","ERP44"
1.13896519000619e-148,0.40842128687408,0.481,0.306,2.79274264589519e-144,"4","LCOR"
2.19531157463449e-148,0.337762733468309,0.709,0.523,5.38290398100376e-144,"4","TAOK3"
2.63246231652562e-148,0.450451262921692,0.559,0.377,6.45479760012081e-144,"4","MSL3"
2.98002299635817e-148,0.374929607874661,0.765,0.614,7.30701638707024e-144,"4","ATP5F1A"
3.13738740182692e-148,0.497643384318322,0.373,0.223,7.69287390927961e-144,"4","MARF1"
3.21106958776649e-148,0.454625734502653,0.449,0.279,7.87354262920343e-144,"4","UBQLN1"
3.6941598537936e-148,0.475090275815937,0.346,0.2,9.0580799615019e-144,"4","BLCAP"
4.33043655877286e-148,0.438674919472083,0.325,0.185,1.0618230442111e-143,"4","HMBOX1"
6.04707134622632e-148,0.525510952866431,0.287,0.159,1.48274189409469e-143,"4","AP1G1"
6.5113479061865e-148,0.566248357832006,0.261,0.142,1.59658250659693e-143,"4","TM7SF3"
7.74334271750653e-148,0.429093597857873,0.405,0.246,1.8986676343326e-143,"4","PDS5B"
9.33930514634975e-148,0.471285062867931,0.354,0.208,2.28999762188496e-143,"4","MON2"
1.08580549538888e-147,0.488374424913101,0.31,0.176,2.66239507469353e-143,"4","ST3GAL5"
1.8902461860255e-147,0.510404402108989,0.346,0.203,4.63488364813453e-143,"4","RSU1"
2.5113242281017e-147,0.428787581763785,0.604,0.416,6.15776700730536e-143,"4","ERICH1"
6.76816280721415e-147,0.350265473030222,0.74,0.585,1.65955352032891e-142,"4","ITGA4"
8.52739384613203e-147,0.415564349437287,0.421,0.257,2.09091697107157e-142,"4","HEXA"
6.35704439231593e-146,0.342960888163607,0.75,0.572,1.55874728499587e-141,"4","CALM3"
6.53099978874923e-146,0.48303738478862,0.369,0.216,1.60140114820131e-141,"4","NELFE"
1.30466047086493e-145,0.415172187375728,0.696,0.52,3.19902747456081e-141,"4","NDUFA2"
1.70776112782854e-145,0.433222056817867,0.422,0.26,4.18743028543557e-141,"4","USP9X"
2.63223466064675e-145,0.443401074820153,0.469,0.295,6.45423938790584e-141,"4","KARS"
9.77005802359589e-145,0.542030206444022,0.252,0.136,2.39561822738571e-140,"4","ZBTB18"
1.45975765312256e-144,0.430464817604361,0.582,0.393,3.57932576545651e-140,"4","PSMD4"
1.74414826134178e-144,0.466268349807813,0.376,0.226,4.27665153681005e-140,"4","UBA6"
7.70642083895711e-144,0.372867215137408,0.774,0.637,1.88961438971228e-139,"4","ATP5MF"
1.07066062598392e-143,0.463233164486174,0.32,0.183,2.62525985491257e-139,"4","HMGXB4"
1.67490635449389e-143,0.520227288029671,0.3,0.169,4.10687038121902e-139,"4","NELFB"
3.28861759003574e-143,0.495356390603845,0.294,0.166,8.06369033076763e-139,"4","RCOR3"
6.96397646521835e-143,0.577576123898125,0.25,0.135,1.70756702927154e-138,"4","SLC25A46"
7.72182880653343e-143,0.464695173930627,0.341,0.198,1.893392423362e-138,"4","ACO2"
8.70465353847033e-143,0.42121539992661,0.502,0.324,2.13438104763292e-138,"4","MAPK1IP1L"
1.0290034742544e-142,0.355690526995105,0.347,0.201,2.52311651887179e-138,"4","UVRAG"
1.18202954673636e-142,0.424818592984489,0.661,0.484,2.89833644859755e-138,"4","GHITM"
1.61929366200383e-142,0.520964585410865,0.306,0.176,3.9705080592334e-138,"4","ZMAT3"
2.80745747453338e-142,0.423177730050231,0.321,0.183,6.88388572755584e-138,"4","CDYL"
4.19177192343471e-142,0.556362592579249,0.265,0.146,1.02782247562619e-137,"4","TRAF3"
4.41690003963388e-142,0.397553741415755,0.744,0.567,1.08302388971823e-137,"4","SCAND1"
6.25792897597201e-142,0.363203226500472,0.629,0.438,1.53444418490834e-137,"4","NR3C1"
8.35237557556232e-142,0.537360268099135,0.262,0.143,2.04800249112788e-137,"4","APEH"
9.19924356859554e-142,0.414124081979047,0.491,0.312,2.25565452301963e-137,"4","GOLGA7"
9.64050795828122e-142,0.427684451620529,0.418,0.256,2.36385255137056e-137,"4","CASC4"
1.72686659864538e-141,0.484988818355519,0.4,0.247,4.23427689987847e-137,"4","IARS2"
5.37968068222511e-141,0.467532720719602,0.353,0.209,1.3190977032816e-136,"4","RAB5A"
6.6684888660566e-141,0.461491021549792,0.343,0.201,1.63511346995708e-136,"4","ZNF609"
8.44995998079639e-141,0.454037018424108,0.369,0.219,2.07193018729128e-136,"4","KXD1"
2.94376254610281e-140,0.441692509229996,0.364,0.219,7.21810576304409e-136,"4","NRIP1"
4.49861998920925e-140,0.311299108247045,0.861,0.77,1.10306162135411e-135,"4","SLC25A3"
6.95939545095943e-140,0.383508636664754,0.472,0.299,1.70644376457525e-135,"4","RAB11A"
1.28891737570762e-139,0.399973194148866,0.672,0.485,3.16042540523509e-135,"4","LAMTOR5"
1.32146887988747e-139,0.474365795689446,0.281,0.158,3.24024169348407e-135,"4","DCLRE1C"
1.42063424731839e-139,0.434016779469067,0.291,0.164,3.48339517442468e-135,"4","TOB2"
1.55758786476369e-139,0.542433118547047,0.26,0.142,3.81920544440058e-135,"4","CDK9"
1.6443320860479e-139,0.400502742508323,0.626,0.441,4.03190227498944e-135,"4","RAB2A"
3.612501024641e-139,0.466358799968208,0.444,0.279,8.85785251241973e-135,"4","C1D"
1.10656219092994e-138,0.484857211631711,0.279,0.155,2.71329049216022e-134,"4","NAA60"
7.69273591102028e-138,0.474779587420891,0.254,0.137,1.88625884538217e-133,"4","GNPTG"
1.2207663401454e-137,0.442202395669045,0.348,0.204,2.99331906603651e-133,"4","GET3"
1.98450323722975e-137,0.367576293756026,0.445,0.279,4.86600193768734e-133,"4","SUGP2"
5.15121139789541e-137,0.406225213477853,0.58,0.393,1.26307703476395e-132,"4","ANAPC11"
6.22048760194852e-137,0.377414359144317,0.303,0.172,1.52526355999778e-132,"4","SIRT2"
1.60380482679899e-136,0.26158447007746,0.906,0.833,3.93252943531112e-132,"4","NME2"
1.63979944017399e-136,0.400272176429642,0.311,0.179,4.02078822730662e-132,"4","BTBD7"
1.87237232873526e-136,0.430850605745273,0.462,0.295,4.59105695005887e-132,"4","BORCS7"
2.17517624078908e-136,0.430771010595148,0.431,0.27,5.33353214241483e-132,"4","DNM1L"
3.74534899565984e-136,0.448745228565407,0.459,0.292,9.18359573735793e-132,"4","PSMG2"
5.01364832654184e-136,0.455950150485652,0.385,0.234,1.22934656966806e-131,"4","TMEM179B"
1.39710125392498e-135,0.606503297294317,0.264,0.147,3.42569227462406e-131,"4","ACSL3"
2.25228396707068e-135,0.404458553290143,0.393,0.24,5.52260028725731e-131,"4","FBXO11"
2.80574550083366e-135,0.408535824260262,0.393,0.239,6.87968796804414e-131,"4","RHEB"
2.86494462370963e-135,0.370047557084014,0.68,0.506,7.02484421733601e-131,"4","TRAM1"
4.01570971220648e-135,0.468174624622624,0.447,0.282,9.8465202143303e-131,"4","TMEM147"
8.42814830968157e-135,0.376079640423557,0.694,0.514,2.06658196553392e-130,"4","NONO"
1.16646964494507e-134,0.473202256831496,0.296,0.169,2.86018356940531e-130,"4","AP2A2"
1.27022810173453e-134,0.394295192011976,0.425,0.265,3.11459930545307e-130,"4","SMARCA4"
1.52436625875972e-134,0.478546908394665,0.363,0.222,3.73774606647885e-130,"4","ZNF217"
4.60709457753514e-134,0.458645814511318,0.44,0.282,1.12965959041162e-129,"4","ZC3H7A"
4.64060923394172e-134,0.369685957896632,0.715,0.552,1.13787738416251e-129,"4","FOXN3"
1.03738139047542e-133,0.412807151179142,0.63,0.45,2.54365916944574e-129,"4","RNF7"
1.98450663436584e-133,0.362381423038914,0.737,0.563,4.86601026746503e-129,"4","ANXA11"
2.06577170895855e-133,0.364978169722743,0.569,0.387,5.06527223036636e-129,"4","CLINT1"
2.95408973416425e-133,0.509912284991682,0.272,0.153,7.24342802817075e-129,"4","FBH1"
8.22640573819765e-133,0.369084387259725,0.702,0.525,2.01711468700606e-128,"4","FKBP8"
1.0949907135668e-132,0.41425162584865,0.404,0.248,2.6849172296658e-128,"4","PRRC2A"
1.24973247341435e-132,0.487920110458967,0.414,0.262,3.06434402481198e-128,"4","TMEM14C"
3.14651139751247e-132,0.380653102404412,0.746,0.614,7.71524594670057e-128,"4","COX7B"
3.9299747594967e-132,0.386124038145057,0.709,0.55,9.6362981102859e-128,"4","UQCRQ"
1.68198566593173e-131,0.438301191831317,0.422,0.266,4.1242288528646e-127,"4","BECN1"
1.92584472800802e-131,0.414816422503022,0.343,0.204,4.72217127307565e-127,"4","TBC1D22A"
3.36184251118202e-131,0.434871594291705,0.32,0.187,8.2432378374183e-127,"4","UBR4"
4.56028283749266e-130,0.442190811885039,0.325,0.19,1.1181813517532e-125,"4","RNF220"
5.45245980682804e-130,0.44895934135521,0.314,0.184,1.33694314463424e-125,"4","SLBP"
1.42523389693079e-129,0.410744160052771,0.506,0.333,3.4946735152743e-125,"4","SUPT5H"
4.56568111426826e-129,0.45777140708973,0.359,0.217,1.11950500921858e-124,"4","CNOT8"
1.59239797849968e-128,0.492310535562156,0.345,0.21,3.9045598432812e-124,"4","FAM126B"
2.31092104966255e-128,0.439759724904633,0.347,0.207,5.66637841377256e-124,"4","GRHPR"
2.9967612294123e-128,0.383409580675187,0.486,0.317,7.34805853451897e-124,"4","DOCK11"
3.02765593052797e-128,0.485094258735671,0.267,0.15,7.42381234165458e-124,"4","ECI1"
4.20552416597415e-128,0.439882846749732,0.318,0.187,1.03119452549686e-123,"4","CUL4A"
2.29375024796363e-127,0.403195513949901,0.464,0.299,5.62427560800682e-123,"4","ESD"
2.33131509506855e-127,0.376153092426559,0.572,0.394,5.71638461310808e-123,"4","AFF4"
2.58735945019126e-127,0.413822295490273,0.297,0.17,6.34420537186897e-123,"4","WDR45"
1.00774860761044e-126,0.379050996172707,0.544,0.372,2.4709995858608e-122,"4","NFATC2IP"
3.2245026457699e-126,0.391869110706343,0.647,0.468,7.90648048742779e-122,"4","SEM1"
3.56798456533441e-126,0.38012909028121,0.513,0.34,8.74869815419997e-122,"4","WAPL"
3.73140087456504e-126,0.512278453042763,0.29,0.168,9.14939494443348e-122,"4","CNIH4"
5.56892583972159e-126,0.347760437389715,0.567,0.386,1.36550061589973e-121,"4","FAM204A"
5.93335484713117e-126,0.443747192578026,0.267,0.151,1.45485860851656e-121,"4","CLASRP"
2.11484644392753e-125,0.377624269447429,0.593,0.411,5.18560348051031e-121,"4","PSMD7"
2.12441315397698e-125,0.435251053776762,0.276,0.158,5.20906105355156e-121,"4","KPNA1"
3.61125335590513e-125,0.610589750610129,0.296,0.179,8.85479322867938e-121,"4","EPSTI1"
4.3512725636603e-125,0.460609406436571,0.363,0.22,1.0669320326095e-120,"4","BRMS1"
1.13645126050959e-124,0.493076247559155,0.271,0.154,2.7865784907695e-120,"4","DLD"
1.96819695419964e-124,0.422857300346115,0.376,0.233,4.82601893169752e-120,"4","STXBP3"
4.19705739027808e-124,0.349394814784782,0.517,0.338,1.02911847209619e-119,"4","LSM10"
1.13235375808033e-123,0.436745224542494,0.31,0.181,2.77653141481297e-119,"4","E2F4"
2.01324734173874e-123,0.480740351108855,0.308,0.181,4.93648248194339e-119,"4","KAT8"
2.05971637620478e-123,0.40917177503763,0.392,0.245,5.05042455445411e-119,"4","TCOF1"
4.75471964253009e-123,0.344665214727215,0.609,0.425,1.16585725634838e-118,"4","PKN1"
4.85699159348264e-123,0.439500922891991,0.333,0.199,1.19093433872194e-118,"4","CDIPT"
9.59080984790833e-123,0.3754414025134,0.323,0.191,2.35166657470712e-118,"4","PDIA4"
2.34656772891104e-122,0.376562872365424,0.321,0.191,5.75378407128987e-118,"4","PIKFYVE"
1.27622451718792e-121,0.407009086948439,0.274,0.157,3.12930251614479e-117,"4","DPP9"
2.71784089515625e-121,0.391086816347538,0.359,0.219,6.66414587492312e-117,"4","UBE2E3"
2.76256016920806e-121,0.39814131698988,0.418,0.264,6.77379753489817e-117,"4","ALKBH5"
3.15662175127703e-121,0.373713894555402,0.655,0.481,7.74003653413129e-117,"4","MRPL20"
1.49164404312884e-120,0.283399576707593,0.856,0.746,3.65751119375192e-116,"4","MORF4L1"
1.68167054765368e-120,0.367516292308044,0.251,0.143,4.12345618284682e-116,"4","AC127502.2"
2.80528707645931e-120,0.427437915951738,0.267,0.153,6.87856391147823e-116,"4","PEX26"
4.55246973940773e-120,0.398052599656352,0.304,0.18,1.11626558010278e-115,"4","FMR1"
1.15511855981734e-119,0.611384516877483,0.348,0.224,2.83235070867213e-115,"4","PDE4B"
1.16042897579642e-119,0.32596796907517,0.415,0.259,2.84537184865283e-115,"4","DRAM2"
1.39247735286615e-119,0.421130779216857,0.406,0.255,3.41435446922781e-115,"4","TXNDC12"
2.84335303237874e-119,0.383783311218813,0.47,0.306,6.97190163539266e-115,"4","PSMD2"
5.01094532132692e-119,0.348973417966771,0.348,0.211,1.22868379278936e-114,"4","HSPA4"
7.35347479011994e-119,0.38054006208647,0.301,0.178,1.80307201853741e-114,"4","SOS1"
4.30864826273598e-118,0.424981462241249,0.308,0.183,1.05648055402286e-113,"4","HTATIP2"
1.05388769760768e-117,0.37771398057023,0.53,0.36,2.58413263453404e-113,"4","LARP1"
1.16371560877815e-117,0.398252881744974,0.315,0.189,2.85343067272402e-113,"4","PGGT1B"
1.24785600511611e-117,0.362846190439609,0.411,0.261,3.05974292454471e-113,"4","ZFR"
1.74307651682005e-117,0.421193050657045,0.295,0.175,4.27402361924277e-113,"4","OTUD4"
3.48980330040553e-117,0.384767675875457,0.464,0.301,8.55699769259435e-113,"4","FAM32A"
4.56799146722345e-117,0.433805374054419,0.259,0.147,1.12007150776319e-112,"4","TRAPPC12"
7.43153363279689e-117,0.337112381222223,0.785,0.638,1.8222120467618e-112,"4","NDUFA11"
8.19748011768735e-117,0.360530663222291,0.717,0.557,2.01002212485694e-112,"4","NDUFB10"
1.30396134741415e-116,0.309087007713056,0.775,0.629,3.19731322385948e-112,"4","PAPOLA"
3.93669187900831e-116,0.311784836271757,0.794,0.651,9.65276848732838e-112,"4","EIF3M"
7.40523560662611e-116,0.296221370943551,0.859,0.756,1.81576377074472e-111,"4","ATP5ME"
1.61767706758069e-115,0.372082803283848,0.513,0.345,3.96654416970785e-111,"4","PPCS"
3.17249646365791e-115,0.427821342771423,0.289,0.17,7.7789613288892e-111,"4","CHKB"
3.80904390754133e-115,0.376948663830707,0.58,0.404,9.33977566129134e-111,"4","RTF2"
1.04705584830951e-114,0.434122336751422,0.335,0.207,2.56738094005491e-110,"4","NR1D2"
1.86300673309548e-114,0.455499930018822,0.277,0.161,4.56809250955012e-110,"4","TIMM17B"
