"Sample_ID","Condition","seurat_clusters","count","total","proportion"
"GSM6617007","OSA","14",11,5473,0.200986661794263
"GSM6617007","OSA","15",29,5473,0.529873926548511
"GSM6617007","OSA","16",5,5473,0.0913575735428467
"GSM6617008","OSA","0",1003,5063,19.8103890973731
"GSM6617008","OSA","1",782,5063,15.4453881098163
"GSM6617008","OSA","2",491,5063,9.69780762393838
"GSM6617008","OSA","3",340,5063,6.71538613470275
"GSM6617008","OSA","4",160,5063,3.16018171044835
"GSM6617008","OSA","5",1044,5063,20.6201856606755
"GSM6617008","OSA","6",387,5063,7.64368951214695
"GSM6617008","OSA","7",208,5063,4.10823622358286
"GSM6617008","OSA","8",205,5063,4.04898281651195
"GSM6617008","OSA","9",190,5063,3.75271578115742
"GSM6617008","OSA","10",131,5063,2.58739877542959
"GSM6617008","OSA","11",29,5063,0.572782935018764
"GSM6617008","OSA","12",16,5063,0.316018171044835
"GSM6617008","OSA","13",34,5063,0.671538613470275
"GSM6617008","OSA","14",13,5063,0.256764763973929
"GSM6617008","OSA","15",23,5063,0.45427612087695
"GSM6617008","OSA","16",7,5063,0.138257949832115
"GSM6617009","OSA","0",812,5506,14.7475481293135
"GSM6617009","OSA","1",698,5506,12.6770795495823
"GSM6617009","OSA","2",546,5506,9.91645477660734
"GSM6617009","OSA","3",543,5506,9.86196876135125
"GSM6617009","OSA","4",522,5506,9.48056665455866
"GSM6617009","OSA","5",444,5506,8.06393025790047
"GSM6617009","OSA","6",447,5506,8.11841627315656
"GSM6617009","OSA","7",707,5506,12.8405375953505
"GSM6617009","OSA","8",282,5506,5.12168543407192
"GSM6617009","OSA","9",218,5506,3.95931710860879
"GSM6617009","OSA","10",76,5506,1.38031238648747
"GSM6617009","OSA","11",109,5506,1.9796585543044
"GSM6617009","OSA","12",60,5506,1.08972030512169
"GSM6617009","OSA","13",17,5506,0.308754086451144
"GSM6617009","OSA","14",10,5506,0.181620050853614
"GSM6617009","OSA","15",11,5506,0.199782055938976
"GSM6617009","OSA","16",4,5506,0.0726480203414457
"GSM6617010","OSA","0",832,3658,22.744669218152
"GSM6617010","OSA","1",919,3658,25.1230180426463
"GSM6617010","OSA","2",414,3658,11.3176599234554
"GSM6617010","OSA","3",273,3658,7.46309458720612
"GSM6617010","OSA","4",277,3658,7.57244395844724
"GSM6617010","OSA","5",181,3658,4.94805904866047
"GSM6617010","OSA","6",316,3658,8.63860032804811
"GSM6617010","OSA","7",140,3658,3.82722799343904
"GSM6617010","OSA","8",85,3658,2.3236741388737
"GSM6617010","OSA","9",66,3658,1.8042646254784
"GSM6617010","OSA","10",79,3658,2.15965008201203
"GSM6617010","OSA","11",25,3658,0.683433570256971
"GSM6617010","OSA","12",12,3658,0.328048113723346
"GSM6617010","OSA","13",17,3658,0.46473482777474
"GSM6617010","OSA","14",11,3658,0.300710770913067
"GSM6617010","OSA","15",9,3658,0.24603608529251
"GSM6617010","OSA","16",2,3658,0.0546746856205577
"GSM6617011","OSA","0",563,4852,11.603462489695
"GSM6617011","OSA","1",550,4852,11.3355317394889
"GSM6617011","OSA","2",426,4852,8.77988458367684
"GSM6617011","OSA","3",581,4852,11.9744435284419
"GSM6617011","OSA","4",657,4852,13.5408079142622
"GSM6617011","OSA","5",517,4852,10.6553998351195
"GSM6617011","OSA","6",336,4852,6.92497938994229
"GSM6617011","OSA","7",513,4852,10.5729596042869
"GSM6617011","OSA","8",250,4852,5.1525144270404
"GSM6617011","OSA","9",127,4852,2.61747732893652
"GSM6617011","OSA","10",97,4852,1.99917559769167
"GSM6617011","OSA","11",108,4852,2.22588623248145
"GSM6617011","OSA","12",60,4852,1.23660346248969
"GSM6617011","OSA","13",24,4852,0.494641384995878
"GSM6617011","OSA","14",16,4852,0.329760923330585
"GSM6617011","OSA","15",17,4852,0.350370981038747
"GSM6617011","OSA","16",10,4852,0.206100577081616
"GSM6617012","OSA","0",1198,4747,25.2369917842848
"GSM6617012","OSA","1",538,4747,11.3334737729092
"GSM6617012","OSA","2",672,4747,14.1563092479461
"GSM6617012","OSA","3",329,4747,6.93069306930693
"GSM6617012","OSA","4",344,4747,7.24668211502001
"GSM6617012","OSA","5",155,4747,3.26522013903518
"GSM6617012","OSA","6",326,4747,6.86749526016431
"GSM6617012","OSA","7",319,4747,6.72003370549821
"GSM6617012","OSA","8",192,4747,4.04465978512745
"GSM6617012","OSA","9",403,4747,8.48957236149147
"GSM6617012","OSA","10",104,4747,2.1908573836107
"GSM6617012","OSA","11",53,4747,1.11649462818622
"GSM6617012","OSA","12",39,4747,0.821571518854013
"GSM6617012","OSA","13",32,4747,0.674109964187908
"GSM6617012","OSA","14",20,4747,0.421318727617443
"GSM6617012","OSA","15",16,4747,0.337054982093954
"GSM6617012","OSA","16",7,4747,0.147461554666105
