"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
1.02404532448273e-17,1.18980674720649,0.664,0.368,2.51095913563165e-13,"RPS4Y1","12"
2.24487244436793e-14,-1.08484416100367,0.271,0.584,5.50442723359017e-10,"XIST","12"
3.4248227850561e-14,0.458139658750247,0.986,0.938,8.39766546895755e-10,"SNHG5","12"
3.76352268618694e-11,0.769097889855901,0.561,0.303,9.22815762653039e-07,"DDX3Y","12"
3.09776921936509e-10,-0.700827247865816,0.632,0.81,7.5957301258832e-06,"GABPB1-AS1","12"
4.17086826395192e-10,-1.199668716956,0.507,0.635,1.02269689832101e-05,"FAM118A","12"
6.12644459802809e-07,0.957237438612628,0.407,0.234,0.0150220421543649,"USP9Y","12"
7.4932081856951e-07,0.789134161060919,0.396,0.224,0.0183733464713244,"UTY","12"
5.20371403612702e-06,-1.34435755943607,0.1,0.224,0.127595068165835,"COL26A1","12"
1.35231529902357e-05,0.890376765073785,0.205,0.09,0.33158771132058,"PLEKHD1","12"
1.89131426412254e-05,-0.291418800942038,0.994,0.997,0.463750257562848,"MTRNR2L12","12"
2.74438637876192e-05,0.510086916338476,0.521,0.375,0.672923540072424,"PLXNA4","12"
4.31296678626529e-05,1.34838817888331,0.251,0.134,1,"MTRNR2L1","12"
9.89199014808416e-05,0.651333375271969,0.57,0.455,1,"EPHB1","12"
0.000105344172656808,-0.721968218539969,0.282,0.404,1,"HIST1H1E","12"
0.000117164646206253,0.871861390923974,0.251,0.139,1,"ZFY","12"
0.000128024431673999,0.626167055646888,0.524,0.406,1,"CCZ1","12"
0.000136626520809755,0.720093162086356,0.385,0.252,1,"EIF1AY","12"
0.000156940831387507,0.503482846091246,0.684,0.594,1,"IQSEC1","12"
0.000162855965599424,0.537308847483226,0.556,0.447,1,"SUN2","12"
0.000165521050183265,-0.390327676939037,0.681,0.769,1,"IL10RA","12"
0.000176520607344604,-0.478961824694443,0.533,0.62,1,"NDUFA6","12"
0.000255199047841871,0.747012397063074,0.174,0.082,1,"PRKY","12"
0.000260421348724424,-0.825788120522379,0.177,0.285,1,"TRIO","12"
0.000269529939267161,-0.426093296812374,0.581,0.692,1,"NDUFAF8","12"
0.000287050017339277,-0.92449614528842,0.177,0.285,1,"CLECL1","12"
