"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
5.00917698723081e-113,1.23220868374485,0.583,0.262,1.22825019726899e-108,"RPS4Y1","8"
1.57230679625809e-103,-1.03000902462434,0.37,0.685,3.85529626442484e-99,"XIST","8"
3.29561057398373e-68,-0.560209193660827,0.959,0.978,8.0808371274081e-64,"RPS26","8"
1.64535124906897e-55,1.17870943160826,0.363,0.167,4.03440126271711e-51,"DDX3Y","8"
5.66776289449096e-50,0.488519205878213,0.896,0.825,1.38973546172918e-45,"SNHG5","8"
4.88762183775751e-43,1.2768194858973,0.282,0.128,1.19844487461814e-38,"EIF1AY","8"
7.0381563054042e-42,-0.664194842800757,0.606,0.739,1.72575592608511e-37,"GABPB1-AS1","8"
9.28529609353472e-39,0.286117270646804,0.99,0.984,2.27675460213471e-34,"RPS10","8"
1.91545476366845e-37,-1.30328869106665,0.156,0.3,4.69669508051503e-33,"FAM118A","8"
4.02843600257289e-32,1.18800218641404,0.227,0.105,9.87772507830872e-28,"USP9Y","8"
3.41251430715583e-27,0.363779836429815,0.827,0.737,8.36748508114609e-23,"SMDT1","8"
1.80949338354938e-25,0.991421497954118,0.235,0.123,4.43687777646307e-21,"UTY","8"
3.53331791808821e-24,-0.355308342734556,0.8,0.862,8.6636955351523e-20,"DDX3X","8"
4.91556168396089e-24,1.45512589157488,0.135,0.053,1.20529572490721e-19,"ZFY","8"
1.81578609814547e-23,-0.584177954119891,0.524,0.636,4.45230751265269e-19,"S100A4","8"
9.42830479159985e-22,0.956376223040691,0.228,0.128,2.31182033490028e-17,"ID3","8"
1.6465909632357e-21,1.40081535345531,0.119,0.045,4.03744104185393e-17,"PRKY","8"
1.95938976702743e-21,-1.31476260031766,0.062,0.145,4.80442370875126e-17,"LCN8","8"
1.53204010442708e-20,1.27715537648411,0.136,0.059,3.75656233605519e-16,"KDM5D","8"
1.1039858722436e-19,1.40729642340798,0.111,0.043,2.70697335874132e-15,"LINC00278","8"
9.20833519192577e-17,-0.37212156066531,0.692,0.773,2.2578837890602e-12,"NFKBIA","8"
1.1405812799831e-15,-0.346852023141895,0.573,0.678,2.79670529851857e-11,"MTSS1","8"
