"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
3.24399873364428e-293,1.60011422956011,0.717,0.26,7.95428489489577e-289,"RPS4Y1","6"
2.82352067512596e-264,-1.84555688134827,0.215,0.64,6.92327269540886e-260,"XIST","6"
8.38195545970011e-121,1.30220912368114,0.438,0.169,2.05525547871847e-116,"DDX3Y","6"
9.56411368311562e-91,0.318120484422133,1,1,2.34512067509995e-86,"MT-ND3","6"
1.28494694808204e-88,0.264926462524921,0.999,0.999,3.15068991669716e-84,"RPS13","6"
3.67260433441612e-76,0.250531044591281,0.999,0.998,9.00522582798832e-72,"RPL8","6"
6.31075074286372e-72,-0.482475191244487,0.973,0.983,1.54739608215018e-67,"RPS26","6"
5.22404861112942e-70,-0.798390823263312,0.357,0.574,1.28093671944893e-65,"GZMH","6"
6.96190041355328e-60,1.50986623381396,0.215,0.077,1.70705798140326e-55,"UTY","6"
3.9152707852918e-59,1.31851442795331,0.247,0.098,9.60024396553549e-55,"PRKY","6"
5.14979632104198e-59,1.16349407111828,0.282,0.123,1.26273005791949e-54,"USP9Y","6"
6.48560981106357e-57,-0.337317445868835,0.981,0.995,1.59027152567279e-52,"CCL5","6"
3.51663955645687e-55,-0.44425933633118,0.646,0.822,8.62280019243225e-51,"TRDC","6"
6.66126015374589e-51,-0.768829488434844,0.447,0.609,1.63334098969849e-46,"CCL4","6"
1.0601076349042e-50,-0.866842660580979,0.304,0.478,2.5993839207851e-46,"GZMB","6"
6.09288796302151e-50,0.251945339644243,0.996,0.995,1.49397612853287e-45,"RPLP0","6"
7.4917714593017e-50,-0.27964878677008,0.995,0.998,1.83698236182078e-45,"CD52","6"
1.3238731230747e-47,-0.337683603392105,0.953,0.972,3.24613689777917e-43,"RBM39","6"
3.14311591136663e-47,1.47867463858864,0.172,0.06,7.70692021467098e-43,"EIF1AY","6"
9.26312883017682e-47,0.382355356590753,0.902,0.816,2.27131918915936e-42,"SNHG5","6"
1.9368034970265e-44,-0.411053822684659,0.85,0.906,4.74904217470898e-40,"DDX3X","6"
3.77392560137796e-40,-0.902580342678842,0.191,0.331,9.25366557457877e-36,"ARID5B","6"
5.96971370293558e-39,-1.11720339225401,0.156,0.283,1.4637737999598e-34,"FAM118A","6"
2.07345969254629e-37,1.38169710028868,0.171,0.071,5.08412316612349e-33,"COL5A3","6"
5.49412245795245e-34,1.91917807623275,0.107,0.033,1.34715882668994e-29,"TNFSF13B","6"
3.1648331172259e-33,-1.29015044492629,0.173,0.281,7.7601708034379e-29,"IGKC","6"
1.71024132328753e-31,-0.416050934332892,0.625,0.709,4.19351172470102e-27,"BTN3A2","6"
2.432588571833e-31,1.59518345840897,0.107,0.035,5.96470717813452e-27,"KDM5D","6"
1.69024801429917e-30,-0.253981402535906,0.936,0.967,4.14448813106156e-26,"CD3G","6"
4.87856976840112e-30,-0.321391251129051,0.671,0.787,1.19622530721195e-25,"KLRD1","6"
5.09448194739449e-30,-0.699053701191323,0.311,0.428,1.24916697350113e-25,"HIST1H1E","6"
