"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
1.08663743598609e-102,-0.508341052397837,0.718,0.849,2.6644349930379e-98,"NFKBIA","2"
2.2516643500131e-98,0.715437779135703,0.549,0.352,5.52108098623211e-94,"RPS4Y1","2"
2.18710005039688e-96,0.428970662424044,0.973,0.958,5.36276932357316e-92,"KLF2","2"
8.12164918492877e-95,-0.847151569583188,0.301,0.478,1.99142838014454e-90,"XIST","2"
1.4077672609516e-71,1.69702197538225,0.19,0.081,3.45184532385332e-67,"ID3","2"
7.14258217200221e-63,-0.418764709712852,0.894,0.922,1.75136114857494e-58,"RPS26","2"
3.54719003625191e-56,0.364338735035493,0.837,0.754,8.69770996888967e-52,"SNHG5","2"
3.75682220076225e-55,-1.18777191247619,0.106,0.209,9.21172803626903e-51,"FAM118A","2"
6.57171172808556e-55,-0.420460274510077,0.671,0.767,1.61138371572658e-50,"GABPB1-AS1","2"
4.70821347436343e-50,-0.39688291424042,0.711,0.784,1.15445394391391e-45,"SNHG8","2"
7.20283624685211e-50,0.767686874450858,0.306,0.19,1.76613544772814e-45,"DDX3Y","2"
1.811554286523e-40,-0.29231919494027,0.789,0.848,4.4419311105544e-36,"TRA2B","2"
2.24822377398591e-37,-1.41624385685722,0.041,0.102,5.51264469381345e-33,"LCN8","2"
1.96310110568043e-32,0.281803806578272,0.939,0.921,4.8135239111284e-28,"FOS","2"
6.82801132919195e-32,0.637034091970493,0.273,0.184,1.67422837791787e-27,"EIF1AY","2"
2.21817544214994e-31,-0.60677583676972,0.448,0.533,5.43896618415166e-27,"CD83","2"
3.87972400180357e-27,0.717908627390692,0.204,0.132,9.51308325242236e-23,"USP9Y","2"
1.34144619557577e-26,0.715034234064335,0.199,0.129,3.28922607155178e-22,"UTY","2"
4.21513068276362e-24,0.273705799134573,0.722,0.637,1.03355004341364e-19,"HLA-DRB5","2"
1.11068625100716e-20,-0.350596799379736,0.376,0.457,2.72340268746955e-16,"MBD2","2"
3.21406994718714e-20,-0.693661125624832,0.101,0.158,7.88089951050286e-16,"DSP","2"
3.86973060332683e-20,-0.255292463153073,0.726,0.769,9.48857943935739e-16,"DDX3X","2"
5.97695220579694e-19,-0.622765406367545,0.163,0.225,1.46554868086141e-14,"HIST1H1E","2"
9.57861314034384e-19,-0.304090910550783,0.477,0.546,2.34867594201231e-14,"IFT57","2"
7.12397642442852e-18,0.777932693195224,0.13,0.082,1.74679901926987e-13,"USP53","2"
1.07474937569334e-16,0.726500782653269,0.115,0.072,2.63528546920006e-12,"ZFY","2"
1.13637887089852e-16,0.801961044431355,0.106,0.064,2.78640099144318e-12,"CARMIL1","2"
1.61487874329233e-16,-0.324700671955625,0.458,0.527,3.9596826785528e-12,"NFKBID","2"
7.21540430830379e-16,0.338875970909329,0.468,0.399,1.76921713639609e-11,"SLC2A3","2"
9.91395526836824e-16,-0.617332561368738,0.135,0.188,2.43090183180389e-11,"TNFAIP3","2"
1.38503174757678e-14,0.421245092364291,0.282,0.222,3.39609784505826e-10,"CYB5A","2"
3.2780219075754e-14,-0.483016509623572,0.212,0.269,8.03770971737488e-10,"HIST1H1D","2"
5.21898341996328e-14,-0.532835259475587,0.175,0.229,1.279694734575e-09,"LINC01857","2"
6.62811508469602e-13,-0.376386897162708,0.265,0.323,1.62521381876746e-08,"HIST1H1C","2"
1.80901850496435e-12,0.628629428146218,0.179,0.134,4.43571337417259e-08,"RHOB","2"
4.75779348643996e-12,0.800420502634936,0.11,0.074,1.16661096287508e-07,"IL3RA","2"
4.82595512078084e-12,-0.30791384621588,0.261,0.319,1.18332419561546e-07,"ERAP2","2"
4.08605986676364e-11,-0.302492786876989,0.271,0.326,1.00190187933044e-06,"NECAP2","2"
1.27323265797225e-10,-0.30235670422841,0.301,0.356,3.12196647734796e-06,"USP7","2"
1.6451268023876e-10,-0.564203899552266,0.078,0.112,4.03385091945438e-06,"PIM1","2"
2.00818512280706e-10,-0.44883820039995,0.171,0.215,4.9240699211229e-06,"GRASP","2"
4.74842145028925e-10,-0.387467113369377,0.146,0.188,1.16431293961092e-05,"ORMDL3","2"
5.61805278684772e-10,-0.522875688143567,0.091,0.126,1.37754654333506e-05,"SMAD7","2"
7.84153357381446e-10,-0.527494812392254,0.074,0.106,1.92274403229931e-05,"KLF11","2"
8.55035641425436e-10,0.403002850639064,0.175,0.134,2.09654739277517e-05,"EBPL","2"
1.51564120758296e-09,-0.364283156764128,0.174,0.217,3.71635224099342e-05,"NMI","2"
2.27541206007399e-09,-0.478149396499102,0.094,0.129,5.57931037130142e-05,"AL592183.1","2"
2.51809161332706e-09,-0.439928366770957,0.145,0.184,6.17436063587795e-05,"THOC3","2"
2.61366989291906e-09,-0.336114801431578,0.201,0.246,6.40871857743753e-05,"HIST2H2AC","2"
2.67689214374986e-09,0.490242808548902,0.122,0.088,6.56373953647466e-05,"SCN3A","2"
7.37990554441769e-09,-0.552517400844021,0.073,0.104,0.000180955283949122,"AC091045.1","2"
7.47538387670922e-09,0.251290243462637,0.424,0.378,0.00018329641265691,"MYADM","2"
2.16468957066164e-08,-0.522911158640418,0.091,0.123,0.000530781882726235,"CDKN1A","2"
2.87212158307038e-08,-0.30740833234314,0.282,0.324,0.000704244212168858,"MAP3K8","2"
3.0314180380176e-08,-0.26623454819251,0.415,0.455,0.000743303702921915,"MT-ATP8","2"
5.63771913525051e-08,0.372418264843197,0.182,0.145,0.00138236873196343,"KANSL1-AS1","2"
1.01530958983916e-07,-0.448299109052485,0.073,0.101,0.00248953911428563,"SPRY1","2"
1.04439865212351e-07,-0.579466896552888,0.089,0.119,0.00256086549500686,"IGHG3","2"
1.37477941946563e-07,0.412423703712982,0.16,0.127,0.00337095913652972,"MID1IP1","2"
1.69181594603844e-07,-0.255657498504061,0.231,0.275,0.00414833269968625,"TRAPPC6A","2"
2.94041323418498e-07,-0.300422313317064,0.179,0.216,0.00720989325022158,"CXorf38","2"
3.84073013062398e-07,-0.318786945641149,0.139,0.172,0.00941747028029001,"DLGAP4","2"
