"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
1.21099452306839e-188,0.433729055850065,0.983,0.943,2.96935857056369e-184,"SNHG5","1"
1.69240331666153e-177,-0.497592195386045,0.93,0.963,4.14977293245407e-173,"SNHG8","1"
9.42785746147134e-142,0.734693227747473,0.613,0.398,2.31171064955277e-137,"RPS4Y1","1"
3.75786799511584e-111,-0.522161447791862,0.965,0.973,9.21429232402403e-107,"RPS26","1"
6.79465252281519e-106,-0.790496405596437,0.322,0.504,1.66604879859429e-101,"XIST","1"
1.03783450706679e-56,0.638977373487047,0.374,0.243,2.54477021132778e-52,"DDX3Y","1"
1.524602798265e-52,0.317409950751913,0.796,0.67,3.73832606134579e-48,"SMDT1","1"
1.04960712848437e-51,-0.832294002575711,0.234,0.336,2.57363667904368e-47,"FAM118A","1"
6.08806569433683e-40,-1.2747889143475,0.048,0.109,1.49279370825139e-35,"AL441992.1","1"
5.88436346052685e-38,-0.463001747336923,0.407,0.496,1.44284592052118e-33,"PLCG2","1"
6.16435170197541e-38,0.529299392510002,0.419,0.313,1.51149903732437e-33,"MYADM","1"
1.12012084720593e-35,0.728174222915257,0.211,0.128,2.74653631734895e-31,"PRKY","1"
4.72676277775692e-31,0.663619217304484,0.205,0.13,1.159002233106e-26,"EIF1AY","1"
2.70671851270427e-30,-0.917679104872689,0.076,0.137,6.63687379315088e-26,"CPA5","1"
1.15265140537742e-25,-0.384570713286109,0.422,0.492,2.82630124598544e-21,"RNASET2","1"
4.92490872455633e-25,0.597848813586804,0.216,0.147,1.20758761926121e-20,"UTY","1"
5.02204260280922e-25,0.506436072012878,0.235,0.163,1.23140484620882e-20,"USP9Y","1"
5.50873600461025e-25,0.468116595594956,0.321,0.237,1.35074206833043e-20,"PIM2","1"
6.50664537490927e-24,0.501564147148644,0.256,0.181,1.59542944592775e-19,"AL662844.4","1"
1.8097953281921e-23,-0.401418173724462,0.416,0.476,4.43761814472702e-19,"MT-ATP8","1"
2.16861236306959e-22,0.587432958724246,0.228,0.16,5.31743751424663e-18,"SOCS3","1"
3.37529743654995e-22,-0.666588998921193,0.136,0.195,8.27622931442047e-18,"CENPK","1"
