"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
1.57293076065468e-32,0.446652160427448,0.93,0.871,3.85682622512529e-28,"SNHG5","10"
2.17274038790962e-24,-0.508728699355733,0.967,0.966,5.32755943115439e-20,"RPS26","10"
3.73990658965701e-22,-0.83013702780357,0.302,0.466,9.17025095783898e-18,"XIST","10"
3.23238828954203e-21,-0.269766608040997,0.983,0.993,7.92581608595705e-17,"JUND","10"
2.00084169630332e-20,-0.474568689868924,0.769,0.828,4.90606383933574e-16,"SNHG8","10"
1.56656589872138e-17,-1.04090338558381,0.206,0.332,3.84121958366482e-13,"FAM118A","10"
1.08353180061949e-16,0.509934499102716,0.574,0.426,2.656819975119e-12,"RPS4Y1","10"
3.27048922234697e-13,-0.287585010582961,0.953,0.967,8.01923957319476e-09,"TSC22D3","10"
4.53644059657111e-12,-0.454630030820925,0.544,0.644,1.11233523427923e-07,"RGS1","10"
1.57978905469148e-11,0.891868228056251,0.21,0.121,3.87364276210351e-07,"PRKY","10"
4.57337513553273e-10,-0.417183065362971,0.516,0.619,1.12139158323263e-05,"GABPB1-AS1","10"
5.89098893408677e-10,0.610905239884711,0.339,0.238,1.44447048663808e-05,"NMT2","10"
1.07467357103152e-09,-0.519517098077495,0.316,0.417,2.6350995961693e-05,"HIST1H1D","10"
1.19900711795671e-09,-0.480691590366693,0.347,0.449,2.93996545322985e-05,"PLCG2","10"
2.35134882606928e-09,0.785764981289548,0.23,0.148,5.76550732152188e-05,"ID3","10"
1.05048696024202e-08,-0.687954530455608,0.223,0.307,0.000257579402651343,"HIST1H1E","10"
1.00673709111208e-07,-0.316251348231546,0.579,0.656,0.00246851934740682,"TNFAIP3","10"
1.618138792773e-07,0.508346596206126,0.324,0.242,0.0039676763198794,"DDX3Y","10"
3.90160607132423e-07,0.261972579809185,0.645,0.572,0.00956673808688701,"SMDT1","10"
6.0163684348558e-07,-0.391492562134666,0.488,0.561,0.0147521354022664,"AC044849.1","10"
7.35894084914047e-07,-0.760545117438718,0.156,0.22,0.0180441229620924,"IGKC","10"
1.53463999571716e-06,-0.520781271313713,0.334,0.413,0.0376293726949847,"TSPYL2","10"
2.36288911823906e-06,0.760914187829568,0.134,0.082,0.0579380411792217,"ARL17B","10"
3.25237604185074e-06,0.693073994904962,0.157,0.102,0.0797482605461802,"EIF1AY","10"
6.58620722563512e-06,0.434706365694755,0.202,0.14,0.161493801172573,"UTY","10"
9.3344858116734e-06,-0.439968467801217,0.251,0.317,0.228881592102232,"USP7","10"
1.15067603667482e-05,-0.316458662236683,0.386,0.455,0.282145764192665,"ZNF331","10"
1.51297361124047e-05,-0.402769579969865,0.178,0.242,0.370981129476163,"AC100810.1","10"
1.91023563192545e-05,-0.34784201415871,0.379,0.44,0.468389776948121,"CLEC2B","10"
1.94394912561843e-05,-0.706894077574709,0.154,0.212,0.476656325601639,"AC253572.2","10"
2.51179781628077e-05,0.322181106636912,0.349,0.273,0.615892824552045,"DR1","10"
3.98115494026478e-05,-0.365176172685677,0.312,0.377,0.976179191352924,"MT-ATP8","10"
5.89781670628672e-05,0.383597145684171,0.397,0.332,1,"MYC","10"
6.5859731010673e-05,0.301616265987958,0.338,0.275,1,"PIM2","10"
7.21075283428846e-05,0.343079535133109,0.32,0.252,1,"DCK","10"
8.33539272791132e-05,0.492235269728241,0.121,0.078,1,"BTN2A1","10"
9.03919623816635e-05,-0.716471090392103,0.079,0.121,1,"AL592183.1","10"
9.84317963086373e-05,0.729571620598517,0.104,0.066,1,"KDM5D","10"
0.000117296872405618,-0.34488992078091,0.319,0.376,1,"RFLNB","10"
0.000117937020369866,0.324188096664124,0.301,0.239,1,"EIF4EBP2","10"
0.000137911800397267,0.630563110314533,0.13,0.087,1,"METAP1","10"
0.000147197496383631,0.611604904920637,0.142,0.097,1,"TAFA2","10"
0.000173965565569363,-0.287768759562413,0.487,0.54,1,"SBDS","10"
0.000201181814884167,0.444699285854988,0.185,0.136,1,"AKTIP","10"
0.000206575490781415,-0.420258496236115,0.207,0.261,1,"BEX3","10"
0.000227281815634906,0.391129048368856,0.304,0.248,1,"TMEM50B","10"
0.000233356024068344,0.368620763780852,0.353,0.296,1,"SPN","10"
0.000240311890439458,0.25426852223998,0.565,0.51,1,"PPA1","10"
0.000245285931353857,-0.698379903529445,0.072,0.111,1,"AC009831.3","10"
0.000267224245440548,-0.292798415833302,0.39,0.443,1,"MYLIP","10"
0.000299064035062808,-0.385401718306115,0.399,0.445,1,"AC026979.2","10"
0.000319377942070258,0.415190897079153,0.189,0.141,1,"TOR1AIP1","10"
0.000345736760786905,-0.355808502625478,0.219,0.274,1,"PRMT9","10"
0.00042231134611278,-0.356101312018282,0.252,0.304,1,"BEX2","10"
0.000465159589714285,-0.48855398423843,0.148,0.194,1,"FHIT","10"
0.000506646348023877,0.472291011432816,0.123,0.084,1,"SGPP1","10"
0.000519420320740155,0.523203024297915,0.156,0.114,1,"ANAPC13","10"
0.00058584768576132,0.436569836727402,0.176,0.131,1,"AK5","10"
0.000589394627911612,-0.406635196826141,0.222,0.269,1,"OXLD1","10"
0.000616693659390256,-0.331858890622159,0.276,0.33,1,"BORCS5","10"
0.000677667856786562,0.446470335493162,0.147,0.106,1,"TRIM69","10"
0.000768649956091741,0.411558889348182,0.288,0.235,1,"SOCS3","10"
0.00080966312438558,0.380188122413953,0.196,0.149,1,"RBM43","10"
0.000839721456510587,0.322773608978183,0.186,0.138,1,"ZNF264","10"
0.000840149534227566,0.59129007542928,0.103,0.069,1,"LINC00339","10"
0.000852661936421599,-0.366600348189354,0.216,0.267,1,"HIST2H2AC","10"
0.000852868424843565,-0.615224423561471,0.088,0.124,1,"ZDHHC4","10"
0.000854866397578014,-0.321787625667135,0.371,0.425,1,"CCNH","10"
0.000863027655834551,-0.305579425319298,0.291,0.341,1,"DNAJC15","10"
0.000878115981050861,-0.516584101933518,0.067,0.102,1,"FARSB","10"
0.000908063473062285,-0.302580249298526,0.489,0.529,1,"CEMIP2","10"
0.000944412320845554,-0.273786352821631,0.363,0.415,1,"KLF9","10"
0.000952099801111717,0.358650333475654,0.213,0.163,1,"CACUL1","10"
0.000956350184735382,0.268169464326925,0.355,0.297,1,"ACTN1","10"
0.00100367773842169,0.551393944096672,0.102,0.068,1,"RNPEP","10"
0.00108673192873927,0.445137323145364,0.123,0.085,1,"RBMXL1","10"
0.0011207502757336,0.567692195333288,0.108,0.074,1,"CASP3","10"
0.00112219648044502,0.268375416187027,0.348,0.294,1,"C16orf54","10"
0.00126089863440543,0.357228159808702,0.256,0.206,1,"LRRC75A","10"
0.00126357837532063,0.259296236471406,0.816,0.806,1,"NEAT1","10"
0.0013684027760583,0.396249215486291,0.212,0.166,1,"USP9Y","10"
0.0013739636325888,-0.339613793497786,0.311,0.356,1,"DOCK2","10"
0.00138090628866015,-0.423048580516024,0.139,0.181,1,"MATR3.1","10"
0.00140327783031045,-0.526267659719993,0.088,0.123,1,"ZCCHC14","10"
0.00143820392533339,-0.541252133227069,0.09,0.125,1,"AGTRAP","10"
0.00164324919648824,0.293599377830321,0.346,0.303,1,"SLC12A6","10"
0.00181739093943315,-0.273531578949575,0.316,0.366,1,"GSTO1","10"
0.00183935241202726,0.497109892703591,0.151,0.114,1,"NOL4L","10"
0.00186042650065576,0.361794014443351,0.18,0.138,1,"PXN","10"
0.00189485657320374,0.330118897190463,0.171,0.129,1,"KNOP1","10"
0.00194307219952039,-0.277257460126744,0.41,0.457,1,"CTSS","10"
0.00208117724197387,-0.305927946259776,0.242,0.291,1,"TARDBP","10"
0.00213574508046571,0.519196070740993,0.188,0.148,1,"STX7","10"
0.00226897544789932,0.30814963294358,0.201,0.156,1,"FOXK1","10"
0.0022836255290546,0.378137987880169,0.196,0.155,1,"AQR","10"
0.00241803326217637,-0.479797072777653,0.118,0.155,1,"PRIM1","10"
0.00244278390179252,0.313078830242352,0.174,0.131,1,"OSGEP","10"
0.00250835615149688,0.416232532197549,0.114,0.081,1,"MAD2L2","10"
0.00265507894847205,0.274341096109406,0.379,0.321,1,"PLP2","10"
0.00268596173271047,0.462560155936415,0.156,0.119,1,"YARS","10"
0.00277651186694303,0.444244144505604,0.115,0.082,1,"AP1S1","10"
0.00294108891474851,-0.349885473943985,0.273,0.313,1,"PLK3","10"
0.00311838448568045,0.411900651748266,0.136,0.101,1,"CARS","10"
0.0031195628304213,0.43986201803652,0.192,0.154,1,"AC020916.1","10"
0.00312760073706631,0.317558336815688,0.207,0.166,1,"HSBP1","10"
0.00341235050685619,0.467391648417792,0.122,0.09,1,"CNOT6","10"
0.00342871213204221,-0.368114516320824,0.283,0.321,1,"HIST1H1C","10"
0.00343062162189931,-0.419110376382076,0.419,0.456,1,"MTRNR2L8","10"
0.00362953623567431,0.406875846591786,0.2,0.161,1,"FCER1G","10"
0.00366692579202286,0.574108428495907,0.101,0.072,1,"FBXL16","10"
0.00373375505816414,-0.25695773498279,0.22,0.264,1,"RAD50","10"
0.0038229663759696,0.312780718946224,0.238,0.193,1,"KANSL1-AS1","10"
0.00399136521659695,0.318578744067602,0.265,0.218,1,"MKLN1","10"
0.00403361914509231,0.289597509410003,0.17,0.132,1,"STAT2","10"
0.00430605060105332,0.303139751020609,0.242,0.199,1,"EXOSC1","10"
0.00431311103778927,-0.279320167377942,0.225,0.272,1,"PTPN7","10"
0.00436422841008823,-0.312201180232305,0.184,0.223,1,"PLIN2","10"
0.00439258963005501,0.514651499531432,0.109,0.079,1,"OAT","10"
0.00451237943900145,0.347098073681343,0.227,0.188,1,"MVP","10"
0.00455305896280345,-0.364846254127843,0.207,0.248,1,"LINC01138","10"
0.00460690098855114,-0.396523362431817,0.177,0.215,1,"CCS","10"
0.0046135382078374,-0.521268908670318,0.161,0.198,1,"AC103591.3","10"
0.00461546899307845,0.417447679097057,0.115,0.084,1,"KDM2B","10"
0.00472648403854971,0.286063472190205,0.216,0.174,1,"PPT1","10"
0.00483736791003634,0.292079658134688,0.205,0.164,1,"PTK2B","10"
0.00495553495003385,0.415187909786002,0.136,0.103,1,"EXOC6","10"
0.00497696041506747,-0.277078832113245,0.324,0.357,1,"WWP1","10"
0.00528024215133852,-0.272130860325112,0.136,0.173,1,"CTBS","10"
0.00528730226332069,-0.299933883555205,0.167,0.205,1,"CXorf38","10"
0.00536493887759183,0.307745382152401,0.251,0.208,1,"AC245407.2","10"
0.00544202204626452,-0.427341984892113,0.161,0.197,1,"AIF1","10"
0.00555306525156028,-0.435384233541622,0.125,0.156,1,"NFATC1","10"
0.00579223054182666,0.280185234431301,0.141,0.108,1,"TRIM13","10"
0.00583947944533621,-0.32142055682982,0.184,0.224,1,"AL118516.1","10"
0.00589125434335667,0.304690413278009,0.154,0.119,1,"POLR3K","10"
0.00591470122188745,-0.340908273112818,0.148,0.185,1,"ANGEL2","10"
0.00591874731769694,0.255232890017308,0.232,0.189,1,"GID8","10"
0.00618067258518698,0.279503706506418,0.141,0.107,1,"TMED7","10"
0.0062009999502318,0.530357510781957,0.154,0.122,1,"PIAS2","10"
0.00671283396935359,0.324622758978814,0.196,0.158,1,"MAF","10"
0.00690811039214586,0.316115943764038,0.151,0.116,1,"C11orf68","10"
0.00691070569070011,-0.304469789848058,0.159,0.195,1,"ACADVL","10"
0.00701315672327936,-0.449196533126047,0.108,0.139,1,"CHD7","10"
0.0075341219286481,-0.305487604951503,0.294,0.332,1,"MAP3K2","10"
0.00766922177207018,0.366592206057451,0.121,0.091,1,"C2orf74","10"
0.00771023135212805,-0.431501927031465,0.108,0.14,1,"CPA5","10"
0.00781276091915155,0.32126129515549,0.187,0.15,1,"CBX1","10"
0.00788065406261554,0.362139752563202,0.154,0.122,1,"RAP2C","10"
0.00796735004800546,0.354097866819072,0.141,0.108,1,"ANKFY1","10"
0.00808988137885356,0.305898232964558,0.13,0.099,1,"STK39","10"
0.008316101376642,0.325488813402143,0.176,0.141,1,"MAEA","10"
0.00832856347560412,0.41460897835759,0.128,0.098,1,"MCRIP2","10"
0.00845814088352328,-0.534707883190741,0.079,0.106,1,"RAMAC","10"
0.00856571026769171,-0.27410635807419,0.245,0.282,1,"UGCG","10"
0.00885200143534069,-0.403176480339627,0.104,0.134,1,"TADA2B","10"
0.00886645377375078,-0.287051299021992,0.221,0.262,1,"TDG","10"
0.00909503899820828,-0.291437100349721,0.247,0.286,1,"SSBP4","10"
0.00934396138929913,0.438087998831414,0.115,0.086,1,"TNRC18","10"
0.00935664764934651,-0.342672257246001,0.273,0.309,1,"AL627171.2","10"
0.00947448971946878,-0.367589019112005,0.113,0.144,1,"MSH3","10"
0.0097420174404459,0.330252069879837,0.114,0.085,1,"USP38","10"
0.00984909028524281,0.306587934921267,0.149,0.116,1,"FXN","10"
0.0101097601311261,-0.261858984345969,0.269,0.31,1,"ARL4A","10"
0.0101108857108669,-0.360479428449174,0.179,0.213,1,"AL121944.1","10"
0.010119141193127,-0.478373848007845,0.161,0.194,1,"SCLT1","10"
0.0103352902531648,-0.439713100727869,0.134,0.167,1,"SMAD7","10"
0.0103526080837137,0.402779029528346,0.134,0.103,1,"UBE4B","10"
0.0104902223039015,0.292279505745548,0.126,0.096,1,"LETM1","10"
0.0106873524733848,-0.552071367221194,0.078,0.104,1,"PEX6","10"
0.0107815410263839,0.410418437060077,0.123,0.094,1,"AL390728.6","10"
0.0108735591306377,-0.274666599600512,0.208,0.246,1,"SYS1","10"
0.0110523865205375,0.261706090877083,0.181,0.146,1,"PTPRJ","10"
0.0110590798069141,0.312132128112745,0.141,0.11,1,"AGO1","10"
0.0111089874023225,0.458783295470045,0.11,0.084,1,"NPDC1","10"
0.0111130488410506,-0.450536850275279,0.077,0.103,1,"TNFSF8","10"
0.0111660111232506,0.254062365151436,0.301,0.26,1,"NAA10","10"
0.0112352667312574,-0.349943497924847,0.241,0.277,1,"PPP1R15B","10"
0.0113891985355353,0.298519244588408,0.152,0.12,1,"PI4KA","10"
0.0119346435462631,0.398081762981187,0.108,0.081,1,"SEC23B","10"
0.0122997775748756,0.370021136817078,0.18,0.147,1,"FAM13A","10"
0.012789999441834,0.356181624360147,0.143,0.113,1,"IGSF8","10"
0.0127984208467527,0.336477585468985,0.209,0.175,1,"AL662844.4","10"
0.0128614941456744,-0.324111240093666,0.185,0.218,1,"THOC3","10"
0.0128784814535275,0.374754508835327,0.121,0.093,1,"IL12RB1","10"
0.0129861443307887,0.312382917864945,0.188,0.155,1,"CEP78","10"
0.0133212156058286,0.252628625067568,0.239,0.202,1,"TIMM9","10"
0.0134412916406313,0.267197956649262,0.117,0.088,1,"PRKACA","10"
0.0135463224799907,0.314977536552433,0.169,0.136,1,"ING1","10"
0.0139254989135592,-0.403476765783997,0.107,0.136,1,"GDI1","10"
0.0139883733787215,0.273953343263734,0.165,0.132,1,"RDX","10"
0.0139899658225666,-0.318349127586477,0.214,0.248,1,"PCGF5","10"
0.0142649090264805,-0.319148667562518,0.105,0.134,1,"TET2","10"
0.0143243475077174,-0.382492095542406,0.184,0.216,1,"GANAB","10"
0.0146655724915117,-0.334584536523184,0.107,0.135,1,"SLAMF1","10"
0.0147408059624556,-0.259834291731312,0.392,0.418,1,"BCAS2","10"
0.0149648181799292,-0.262077430130083,0.26,0.293,1,"CHD6","10"
0.0150524068714712,-0.399721172808363,0.114,0.143,1,"OSTM1","10"
0.0152911675096521,0.30781854463401,0.159,0.126,1,"ARMC10","10"
0.0154821524874836,0.251109078148417,0.234,0.196,1,"CALCOCO1","10"
0.015542441022394,0.257781651822717,0.17,0.137,1,"ZNF141","10"
0.0157162452248111,-0.361124310218361,0.162,0.193,1,"FAM136A","10"
0.0158601340421464,-0.357860031935079,0.097,0.124,1,"CYB5D2","10"
0.0160027817126768,0.26449579092362,0.184,0.15,1,"MAST4","10"
0.0161588755450249,0.305577102493733,0.184,0.151,1,"ORC4","10"
0.0161901622031669,0.311388982749614,0.159,0.127,1,"ABHD3","10"
0.0163573254415743,0.306632765140688,0.148,0.119,1,"SYNC","10"
0.0165574001637696,-0.480634118493964,0.119,0.147,1,"SACS","10"
0.0166810173042879,-0.321443963488135,0.214,0.245,1,"SAR1A","10"
0.0167955129580456,0.310370392236917,0.105,0.079,1,"BET1","10"
0.0168068778429881,0.257757698254558,0.183,0.15,1,"MAN2B1","10"
0.0169077712744051,-0.262476015821369,0.078,0.104,1,"CD40LG","10"
0.0171873349726139,0.348881530825896,0.123,0.094,1,"NBPF19","10"
0.0172542025105897,0.312869368052996,0.139,0.11,1,"MFHAS1","10"
0.017661970801527,0.306378329461181,0.1,0.075,1,"SH2D3C","10"
0.0178388528364777,-0.281788410113065,0.301,0.333,1,"DUSP2","10"
0.0183234689203553,-0.331076422518919,0.187,0.221,1,"EXOC7","10"
0.0184123161359704,0.345248587493811,0.125,0.097,1,"UMPS","10"
0.0189872563014632,0.350548596820976,0.142,0.114,1,"SPNS1","10"
0.0193083962698038,-0.382267498043681,0.148,0.177,1,"C12orf76","10"
0.0193107314960777,0.480528049298854,0.1,0.076,1,"ZBTB18","10"
0.0193561322904155,-0.386347264443959,0.082,0.108,1,"ITGB3BP","10"
0.0195183850653881,0.275186739868982,0.179,0.149,1,"USO1","10"
0.01952163210791,0.36799438828635,0.111,0.086,1,"CDK10","10"
0.0197347995074948,-0.278533772692783,0.306,0.341,1,"TMED9","10"
0.0202153798051845,0.316049158689699,0.186,0.155,1,"YRDC","10"
0.0206763716050964,0.297815465570162,0.111,0.085,1,"LRRC57","10"
0.0209357338034438,-0.310395779287594,0.103,0.129,1,"KIAA0232","10"
0.0213667503737404,0.299612695206206,0.204,0.172,1,"NTAN1","10"
0.0215842353590879,0.354408129523081,0.124,0.098,1,"EMC8","10"
0.0218308044246614,-0.379494795112085,0.115,0.141,1,"MCRS1","10"
0.0219850888817236,0.31733600489657,0.108,0.082,1,"THEMIS2","10"
0.022045206685009,0.2871525520021,0.215,0.182,1,"OGDH","10"
0.0221141350457631,0.253664342164486,0.207,0.176,1,"DCAF11","10"
0.0222082971275702,0.29959190519154,0.19,0.159,1,"WDR6","10"
0.022211269421963,0.254393422600008,0.105,0.08,1,"ZNF544","10"
0.0226197654971262,0.316188874454181,0.159,0.13,1,"CD79B","10"
